Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution
2013-09-19 17:50:09,Human,Channeler,Male,Tarabon,11,17,17,16,10
2013-09-19 17:50:09,Human,Channeler,Male,Tarabon,12,17,15,18,12
2013-09-19 17:50:09,Human,Channeler,Male,Tarabon,12,17,14,18,10
2013-09-19 17:50:08,Human,Channeler,Male,Tarabon,12,17,18,14,13
2013-09-19 17:50:08,Human,Channeler,Male,Tarabon,15,14,18,13,10
2013-09-19 17:50:07,Human,Channeler,Male,Tarabon,12,13,19,18,10
2013-09-19 17:50:07,Human,Channeler,Male,Tarabon,12,18,15,17,10
2013-09-19 17:50:06,Human,Channeler,Male,Tarabon,12,14,18,15,14
2013-09-19 17:50:05,Human,Channeler,Male,Tarabon,15,14,14,18,10
2013-09-19 17:50:05,Human,Channeler,Male,Tarabon,14,17,15,15,10
2013-09-19 17:50:04,Human,Channeler,Male,Tarabon,12,14,19,14,11
2013-09-19 17:50:04,Human,Channeler,Male,Tarabon,16,14,15,17,12
2013-09-19 17:50:04,Human,Channeler,Male,Tarabon,16,16,15,14,14
2013-09-19 17:50:03,Human,Channeler,Male,Tarabon,11,18,19,17,10
2013-09-19 17:50:03,Human,Channeler,Male,Tarabon,14,14,15,14,13
2013-09-19 17:50:02,Human,Channeler,Male,Tarabon,12,14,17,14,13
2013-09-19 17:50:02,Human,Channeler,Male,Tarabon,15,13,15,18,9
2013-09-19 17:50:01,Human,Channeler,Male,Tarabon,12,14,18,17,9
2013-09-19 17:50:01,Human,Channeler,Male,Tarabon,12,15,18,13,14
2013-09-19 17:50:00,Human,Channeler,Male,Tarabon,14,14,17,18,9
2013-09-19 17:49:59,Human,Channeler,Male,Tarabon,14,16,17,16,10
2013-09-19 17:49:59,Human,Channeler,Male,Tarabon,12,13,18,18,10
2013-09-19 17:49:59,Human,Channeler,Male,Tarabon,14,14,19,13,10
2013-09-19 17:49:57,Human,Channeler,Male,Tarabon,12,18,18,16,14
2013-09-19 17:49:56,Human,Channeler,Male,Tarabon,12,15,17,15,13
2013-09-19 17:49:55,Human,Channeler,Male,Tarabon,14,15,19,16,10
2013-09-19 17:49:55,Human,Channeler,Male,Tarabon,13,14,17,17,9
2013-09-19 17:49:54,Human,Channeler,Male,Tarabon,15,15,15,13,12
2013-09-19 17:49:54,Human,Channeler,Male,Tarabon,12,14,18,17,9
2013-09-19 17:49:54,Human,Channeler,Male,Tarabon,12,18,16,14,10
2013-09-19 17:49:53,Human,Channeler,Male,Tarabon,12,14,17,18,12
2013-09-19 17:49:53,Human,Channeler,Male,Tarabon,12,16,19,18,9
2013-09-19 17:49:52,Human,Channeler,Male,Tarabon,12,18,15,18,10
2013-09-19 17:49:51,Human,Channeler,Male,Tarabon,13,14,18,18,12
2013-09-19 17:49:51,Human,Channeler,Male,Tarabon,14,18,16,14,12
2013-09-19 17:49:51,Human,Channeler,Male,Tarabon,15,17,15,14,14
2013-09-19 17:49:50,Human,Channeler,Male,Tarabon,16,16,15,16,12
2013-09-19 17:49:50,Human,Channeler,Male,Tarabon,16,16,18,14,10
2013-09-19 17:49:49,Human,Channeler,Male,Tarabon,16,16,18,14,12
2013-09-19 17:49:49,Human,Channeler,Male,Tarabon,13,17,14,16,13
2013-09-19 17:49:49,Human,Channeler,Male,Tarabon,12,18,15,18,12
2013-09-19 17:49:48,Human,Channeler,Male,Tarabon,12,18,15,14,12
2013-09-19 17:49:48,Human,Channeler,Male,Tarabon,15,14,18,17,12
2013-09-19 17:49:47,Human,Channeler,Male,Tarabon,16,17,15,14,10
2013-09-19 17:49:47,Human,Channeler,Male,Tarabon,14,15,17,14,10
2013-09-19 17:49:46,Human,Channeler,Male,Tarabon,12,14,15,17,13
2013-09-19 17:49:46,Human,Channeler,Male,Tarabon,15,14,15,15,12
2013-09-19 17:49:45,Human,Channeler,Male,Tarabon,12,14,17,17,11
2013-09-19 17:49:45,Human,Channeler,Male,Tarabon,15,17,17,18,13
2013-09-19 17:49:44,Human,Channeler,Male,Tarabon,13,18,17,16,9
2013-09-19 17:49:44,Human,Channeler,Male,Tarabon,16,14,14,17,11
2013-09-19 17:49:43,Human,Channeler,Male,Tarabon,12,14,16,18,10
2013-09-19 17:49:43,Human,Channeler,Male,Tarabon,15,15,17,16,11
2013-09-19 17:49:43,Human,Channeler,Male,Tarabon,12,14,15,18,11
2013-09-19 17:49:42,Human,Channeler,Male,Tarabon,11,15,19,17,13
2013-09-19 17:49:41,Human,Channeler,Male,Tarabon,13,15,19,14,11
2013-09-19 17:49:41,Human,Channeler,Male,Tarabon,12,17,14,17,10
2013-09-19 17:49:40,Human,Channeler,Male,Tarabon,16,18,14,17,10
2013-09-19 17:49:40,Human,Channeler,Male,Tarabon,15,13,16,16,10
2013-09-19 17:49:40,Human,Channeler,Male,Tarabon,16,14,15,17,12
2013-09-19 17:49:39,Human,Channeler,Male,Tarabon,16,15,17,14,9
2013-09-19 17:49:39,Human,Channeler,Male,Tarabon,16,14,15,17,10
2013-09-19 17:49:38,Human,Channeler,Male,Tarabon,16,14,14,17,10
2013-09-19 17:49:38,Human,Channeler,Male,Tarabon,14,16,14,15,11
2013-09-19 17:49:37,Human,Channeler,Male,Tarabon,15,14,15,16,13
2013-09-19 17:49:37,Human,Channeler,Male,Tarabon,12,14,19,16,9
2013-09-19 17:49:36,Human,Channeler,Male,Tarabon,12,16,17,14,13
2013-09-19 17:49:36,Human,Channeler,Male,Tarabon,13,14,19,17,10
2013-09-19 17:49:36,Human,Channeler,Male,Tarabon,15,17,14,14,10
2013-09-19 17:49:35,Human,Channeler,Male,Tarabon,12,18,18,14,13
2013-09-19 17:49:35,Human,Channeler,Male,Tarabon,14,14,19,17,10
2013-09-19 17:49:34,Human,Channeler,Male,Tarabon,12,16,15,18,10
2013-09-19 17:49:34,Human,Channeler,Male,Tarabon,12,18,16,13,13
2013-09-19 17:49:34,Human,Channeler,Male,Tarabon,16,15,17,18,10
2013-09-19 17:49:33,Human,Channeler,Male,Tarabon,15,16,15,14,11
2013-09-19 17:49:32,Human,Channeler,Male,Tarabon,12,16,14,17,13
2013-09-19 17:49:32,Human,Channeler,Male,Tarabon,14,17,18,18,12
2013-09-19 17:49:31,Human,Channeler,Male,Tarabon,12,15,19,17,10
2013-09-19 17:49:31,Human,Channeler,Male,Tarabon,13,18,17,14,10
2013-09-19 17:49:31,Human,Channeler,Male,Tarabon,15,14,14,17,10
2013-09-19 17:49:30,Human,Channeler,Male,Tarabon,15,17,17,17,10
2013-09-19 17:49:30,Human,Channeler,Male,Tarabon,16,14,16,17,10
2013-09-19 17:49:29,Human,Channeler,Male,Tarabon,15,16,15,15,10
2013-09-19 17:49:29,Human,Channeler,Male,Tarabon,16,18,18,14,9
2013-09-19 17:49:28,Human,Channeler,Male,Tarabon,12,15,16,17,10
2013-09-19 17:49:28,Human,Channeler,Male,Tarabon,14,18,18,14,10
2013-09-19 17:49:28,Human,Channeler,Male,Tarabon,15,17,18,14,10
2013-09-19 17:49:27,Human,Channeler,Male,Tarabon,15,17,15,14,11
2013-09-19 17:49:26,Human,Channeler,Male,Tarabon,12,14,18,14,14
2013-09-19 17:49:26,Human,Channeler,Male,Tarabon,16,18,15,14,10
2013-09-19 17:49:25,Human,Channeler,Male,Tarabon,12,14,17,17,10
2013-09-19 17:49:25,Human,Channeler,Male,Tarabon,12,15,15,15,14
2013-09-19 17:49:24,Human,Channeler,Male,Tarabon,12,17,17,14,10
2013-09-19 17:49:24,Human,Channeler,Male,Tarabon,16,14,15,16,10
2013-09-19 17:49:23,Human,Channeler,Male,Tarabon,12,15,17,14,14
2013-09-19 17:49:23,Human,Channeler,Male,Tarabon,14,14,15,13,14
2013-09-19 17:49:22,Human,Channeler,Male,Tarabon,14,14,16,17,10
2013-09-19 17:49:22,Human,Channeler,Male,Tarabon,16,14,15,13,12
2013-09-19 17:49:21,Human,Channeler,Male,Tarabon,13,14,15,18,14
2013-09-19 17:49:20,Human,Channeler,Male,Tarabon,15,14,19,14,14
2013-09-19 17:49:20,Human,Channeler,Male,Tarabon,12,14,15,17,13
2013-09-19 17:49:19,Human,Channeler,Male,Tarabon,12,13,18,16,14
2013-09-19 17:49:19,Human,Channeler,Male,Tarabon,12,15,15,18,12
2013-09-19 17:49:18,Human,Channeler,Male,Tarabon,12,18,15,18,10
2013-09-19 17:49:18,Human,Channeler,Male,Tarabon,13,14,17,17,10
2013-09-19 17:49:17,Human,Channeler,Male,Tarabon,14,14,19,13,10
2013-09-19 17:49:17,Human,Channeler,Male,Tarabon,12,14,15,18,12
2013-09-19 17:49:17,Human,Channeler,Male,Tarabon,11,14,16,16,14
2013-09-19 17:49:16,Human,Channeler,Male,Tarabon,12,18,16,16,10
2013-09-19 17:49:16,Human,Channeler,Male,Tarabon,13,16,18,18,10
2013-09-19 17:49:15,Human,Channeler,Male,Tarabon,16,18,15,14,10
2013-09-19 17:49:15,Human,Channeler,Male,Tarabon,14,16,15,18,14
2013-09-19 17:49:15,Human,Channeler,Male,Tarabon,12,18,18,14,10
2013-09-19 17:49:14,Human,Channeler,Male,Tarabon,12,18,16,13,12
2013-09-19 17:49:14,Human,Channeler,Male,Tarabon,13,15,15,14,13
2013-09-19 17:49:13,Human,Channeler,Male,Tarabon,15,15,15,13,13
2013-09-19 17:49:13,Human,Channeler,Male,Tarabon,15,14,17,18,11
2013-09-19 17:49:13,Human,Channeler,Male,Tarabon,11,16,19,17,10
2013-09-19 17:49:12,Human,Channeler,Male,Tarabon,11,18,15,14,13
2013-09-19 17:49:12,Human,Channeler,Male,Tarabon,11,18,18,14,10
2013-09-19 17:49:11,Human,Channeler,Male,Tarabon,16,14,17,18,14
2013-09-19 17:49:11,Human,Channeler,Male,Tarabon,14,14,17,16,10
2013-09-19 17:49:10,Human,Channeler,Male,Tarabon,14,15,14,18,10
2013-09-19 17:49:10,Human,Channeler,Male,Tarabon,15,16,14,14,14
2013-09-19 17:49:10,Human,Channeler,Male,Tarabon,15,14,18,16,10
2013-09-19 17:49:08,Human,Channeler,Male,Tarabon,16,14,19,15,10
2013-09-19 17:49:07,Human,Channeler,Male,Tarabon,14,17,15,18,9
2013-09-19 17:49:07,Human,Channeler,Male,Tarabon,13,14,15,16,13
2013-09-19 17:49:06,Human,Channeler,Male,Tarabon,14,14,15,14,14
2013-09-19 17:49:05,Human,Channeler,Male,Tarabon,12,14,15,18,14
2013-09-19 17:49:05,Human,Channeler,Male,Tarabon,12,17,17,14,14
2013-09-19 17:49:04,Human,Channeler,Male,Tarabon,12,13,19,17,10
2013-09-19 17:49:04,Human,Channeler,Male,Tarabon,12,17,17,14,10
2013-09-19 17:49:03,Human,Channeler,Male,Tarabon,16,13,15,17,9
2013-09-19 17:49:03,Human,Channeler,Male,Tarabon,12,14,15,18,13
2013-09-19 17:49:03,Human,Channeler,Male,Tarabon,12,14,15,15,14
2013-09-19 17:49:02,Human,Channeler,Male,Tarabon,12,17,15,17,10
2013-09-19 17:49:02,Human,Channeler,Male,Tarabon,12,17,15,14,12
2013-09-19 17:49:01,Human,Channeler,Male,Tarabon,13,13,15,18,11
2013-09-19 17:49:01,Human,Channeler,Male,Tarabon,13,18,19,15,14
2013-09-19 17:49:00,Human,Channeler,Male,Tarabon,12,18,19,14,10
2013-09-19 17:49:00,Human,Channeler,Male,Tarabon,12,15,16,16,13
2013-09-19 17:48:59,Human,Channeler,Male,Tarabon,13,13,19,14,11
2013-09-19 17:48:59,Human,Channeler,Male,Tarabon,16,13,18,14,10
2013-09-19 17:48:58,Human,Channeler,Male,Tarabon,12,16,19,14,10
2013-09-19 17:48:58,Human,Channeler,Male,Tarabon,12,14,18,17,14
2013-09-19 17:48:58,Human,Channeler,Male,Tarabon,15,14,19,13,11
2013-09-19 17:48:57,Human,Channeler,Male,Tarabon,15,16,14,16,10
2013-09-19 17:48:57,Human,Channeler,Male,Tarabon,11,17,15,14,13
2013-09-19 17:48:56,Human,Channeler,Male,Tarabon,12,18,15,18,10
2013-09-19 17:48:56,Human,Channeler,Male,Tarabon,16,14,18,15,12
2013-09-19 17:48:56,Human,Channeler,Male,Tarabon,15,13,18,16,14
2013-09-19 17:48:55,Human,Channeler,Male,Tarabon,12,14,17,14,13
2013-09-19 17:48:55,Human,Channeler,Male,Tarabon,16,13,15,14,13
2013-09-19 17:48:54,Human,Channeler,Male,Tarabon,16,14,15,16,14
2013-09-19 17:48:54,Human,Channeler,Male,Tarabon,12,13,19,18,10
2013-09-19 17:48:53,Human,Channeler,Male,Tarabon,13,17,17,17,9
2013-09-19 17:48:53,Human,Channeler,Male,Tarabon,16,13,15,14,12
2013-09-19 17:48:53,Human,Channeler,Male,Tarabon,15,15,14,16,10
2013-09-19 17:48:52,Human,Channeler,Male,Tarabon,12,17,17,14,12
2013-09-19 17:48:52,Human,Channeler,Male,Tarabon,13,14,19,18,12
2013-09-19 17:48:51,Human,Channeler,Male,Tarabon,12,14,18,18,9
2013-09-19 17:48:51,Human,Channeler,Male,Tarabon,12,17,19,14,10
2013-09-19 17:48:51,Human,Channeler,Male,Tarabon,16,13,18,14,10
2013-09-19 17:48:50,Human,Channeler,Male,Tarabon,16,14,15,14,12
2013-09-19 17:48:50,Human,Channeler,Male,Tarabon,14,14,18,14,13
2013-09-19 17:48:49,Human,Channeler,Male,Tarabon,12,17,18,13,10
2013-09-19 17:48:49,Human,Channeler,Male,Tarabon,12,16,19,17,14
2013-09-19 17:48:48,Human,Channeler,Male,Tarabon,13,18,14,14,14
2013-09-19 17:48:47,Human,Channeler,Male,Tarabon,15,18,18,13,10
2013-09-19 17:48:47,Human,Channeler,Male,Tarabon,11,15,18,18,11
2013-09-19 17:48:47,Human,Channeler,Male,Tarabon,15,13,15,16,13
2013-09-19 17:48:46,Human,Channeler,Male,Tarabon,16,18,15,15,9
2013-09-19 17:48:46,Human,Channeler,Male,Tarabon,12,15,15,18,10
2013-09-19 17:48:45,Human,Channeler,Male,Tarabon,12,14,17,18,11
2013-09-19 17:48:45,Human,Channeler,Male,Tarabon,15,15,14,14,13
2013-09-19 17:48:45,Human,Channeler,Male,Tarabon,13,17,16,16,10
2013-09-19 17:48:44,Human,Channeler,Male,Tarabon,12,13,16,16,14
2013-09-19 17:48:44,Human,Channeler,Male,Tarabon,12,17,17,17,11
2013-09-19 17:48:43,Human,Channeler,Male,Tarabon,12,13,19,14,14
2013-09-19 17:48:43,Human,Channeler,Male,Tarabon,16,18,15,13,10
2013-09-19 17:48:42,Human,Channeler,Male,Tarabon,12,18,14,18,10
2013-09-19 17:48:42,Human,Channeler,Male,Tarabon,12,14,17,18,11
2013-09-19 17:48:41,Human,Channeler,Male,Tarabon,12,14,15,18,11
2013-09-19 17:48:41,Human,Channeler,Male,Tarabon,16,18,15,14,10
2013-09-19 17:48:40,Human,Channeler,Male,Tarabon,12,16,19,15,12
2013-09-19 17:48:40,Human,Channeler,Male,Tarabon,16,18,15,15,10
2013-09-19 17:48:39,Human,Channeler,Male,Tarabon,13,14,19,16,12
2013-09-19 17:48:39,Human,Channeler,Male,Tarabon,15,16,17,14,10
2013-09-19 17:48:38,Human,Channeler,Male,Tarabon,11,17,16,14,12
2013-09-19 17:48:38,Human,Channeler,Male,Tarabon,13,17,16,14,11
2013-09-19 17:48:37,Human,Channeler,Male,Tarabon,15,14,15,15,13
2013-09-19 17:48:37,Human,Channeler,Male,Tarabon,14,14,19,13,11
2013-09-19 17:48:36,Human,Channeler,Male,Tarabon,15,14,15,17,10
2013-09-19 17:48:36,Human,Channeler,Male,Tarabon,12,14,19,18,10
2013-09-19 17:48:35,Human,Channeler,Male,Tarabon,12,17,17,14,12
2013-09-19 17:48:34,Human,Channeler,Male,Tarabon,12,17,19,13,10
2013-09-19 17:48:34,Human,Channeler,Male,Tarabon,12,18,18,14,10
2013-09-19 17:48:33,Human,Channeler,Male,Tarabon,13,16,15,13,14
2013-09-19 17:48:33,Human,Channeler,Male,Tarabon,12,16,19,14,9
2013-09-19 17:48:33,Human,Channeler,Male,Tarabon,16,18,15,18,10
2013-09-19 17:48:32,Human,Channeler,Male,Tarabon,16,15,19,14,13
2013-09-19 17:48:32,Human,Channeler,Male,Tarabon,14,17,15,14,11
2013-09-19 17:48:32,Human,Channeler,Male,Tarabon,14,14,15,14,13
2013-09-19 17:48:31,Human,Channeler,Male,Tarabon,14,13,17,18,10
2013-09-19 17:48:31,Human,Channeler,Male,Tarabon,16,14,19,16,10
2013-09-19 17:48:30,Human,Channeler,Male,Tarabon,16,13,17,17,9
2013-09-19 17:48:30,Human,Channeler,Male,Tarabon,11,14,19,13,13
2013-09-19 17:48:30,Human,Channeler,Male,Tarabon,14,18,17,14,10
2013-09-19 17:48:29,Human,Channeler,Male,Tarabon,15,14,15,18,10
2013-09-19 17:48:29,Human,Channeler,Male,Tarabon,12,14,19,16,14
2013-09-19 17:48:28,Human,Channeler,Male,Tarabon,15,14,15,15,13
2013-09-19 17:48:27,Human,Channeler,Male,Tarabon,11,18,14,18,13
2013-09-19 17:48:26,Human,Channeler,Male,Tarabon,13,14,17,17,12
2013-09-19 17:48:26,Human,Channeler,Male,Tarabon,15,15,18,18,13
2013-09-19 17:48:26,Human,Channeler,Male,Tarabon,16,14,15,14,14
2013-09-19 17:48:25,Human,Channeler,Male,Tarabon,14,16,16,14,10
2013-09-19 17:48:25,Human,Channeler,Male,Tarabon,12,14,19,14,14
2013-09-19 17:48:24,Human,Channeler,Male,Tarabon,12,16,19,14,11
2013-09-19 17:48:24,Human,Channeler,Male,Tarabon,16,14,15,15,10
2013-09-19 17:48:23,Human,Channeler,Male,Tarabon,15,14,19,14,12
2013-09-19 17:48:22,Human,Channeler,Male,Tarabon,16,16,15,17,10
2013-09-19 17:48:22,Human,Channeler,Male,Tarabon,12,17,18,13,13
2013-09-19 17:43:59,Human,Channeler,Male,Tarabon,16,14,17,17,14
2013-09-19 17:43:58,Human,Channeler,Male,Tarabon,11,17,17,17,10
2013-09-19 17:43:58,Human,Channeler,Male,Tarabon,12,17,19,14,10
2013-09-19 17:43:57,Human,Channeler,Male,Tarabon,12,14,17,14,13
2013-09-19 17:43:57,Human,Channeler,Male,Tarabon,11,16,19,14,14
2013-09-19 17:43:56,Human,Channeler,Male,Tarabon,16,14,14,17,10
2013-09-19 17:43:56,Human,Channeler,Male,Tarabon,12,18,18,15,13
2013-09-19 17:43:56,Human,Channeler,Male,Tarabon,15,15,15,14,12
2013-09-19 17:43:55,Human,Channeler,Male,Tarabon,16,17,15,14,10
2013-09-19 17:43:55,Human,Channeler,Male,Tarabon,13,16,17,14,12
2013-09-19 17:43:54,Human,Channeler,Male,Tarabon,12,13,19,17,11
2013-09-19 17:43:54,Human,Channeler,Male,Tarabon,13,14,15,17,14
2013-09-19 17:43:53,Human,Channeler,Male,Tarabon,15,15,15,14,12
2013-09-19 17:43:53,Human,Channeler,Male,Tarabon,16,14,15,15,10
2013-09-19 17:43:52,Human,Channeler,Male,Tarabon,11,18,16,17,11
2013-09-19 17:43:52,Human,Channeler,Male,Tarabon,13,15,16,15,14
2013-09-19 17:43:51,Human,Channeler,Male,Tarabon,11,18,18,14,12
2013-09-19 17:43:51,Human,Channeler,Male,Tarabon,12,15,15,18,14
2013-09-19 17:43:50,Human,Channeler,Male,Tarabon,16,14,19,16,13
2013-09-19 17:43:50,Human,Channeler,Male,Tarabon,11,14,19,14,12
2013-09-19 17:43:49,Human,Channeler,Male,Tarabon,16,17,16,16,14
2013-09-19 17:43:49,Human,Channeler,Male,Tarabon,16,14,15,14,11
2013-09-19 17:43:49,Human,Channeler,Male,Tarabon,12,14,17,17,10
2013-09-19 17:43:48,Human,Channeler,Male,Tarabon,15,14,15,14,14
2013-09-19 17:43:48,Human,Channeler,Male,Tarabon,15,14,15,16,10
2013-09-19 17:43:47,Human,Channeler,Male,Tarabon,15,17,19,15,13
2013-09-19 17:43:47,Human,Channeler,Male,Tarabon,12,16,15,17,13
2013-09-19 17:43:46,Human,Channeler,Male,Tarabon,16,14,16,14,11
2013-09-19 17:43:45,Human,Channeler,Male,Tarabon,12,15,18,15,10
2013-09-19 17:43:45,Human,Channeler,Male,Tarabon,12,14,18,14,14
2013-09-19 17:43:44,Human,Channeler,Male,Tarabon,14,14,15,14,14
2013-09-19 17:43:43,Human,Channeler,Male,Tarabon,15,17,15,14,11
2013-09-19 17:43:42,Human,Channeler,Male,Tarabon,12,16,17,17,10
2013-09-19 17:43:42,Human,Channeler,Male,Tarabon,14,14,15,17,14
2013-09-19 17:43:42,Human,Channeler,Male,Tarabon,13,18,15,14,13
2013-09-19 17:43:41,Human,Channeler,Male,Tarabon,15,14,18,18,10
2013-09-19 17:43:40,Human,Channeler,Male,Tarabon,12,18,15,15,11
2013-09-19 17:43:40,Human,Channeler,Male,Tarabon,13,16,15,17,10
2013-09-19 17:43:40,Human,Channeler,Male,Tarabon,12,16,18,18,11
2013-09-19 17:43:39,Human,Channeler,Male,Tarabon,12,18,15,18,12
2013-09-19 17:43:39,Human,Channeler,Male,Tarabon,11,18,17,14,11
2013-09-19 17:43:38,Human,Channeler,Male,Tarabon,12,14,18,13,13
2013-09-19 17:43:38,Human,Channeler,Male,Tarabon,11,16,18,16,14
2013-09-19 17:43:37,Human,Channeler,Male,Tarabon,13,14,15,17,13
2013-09-19 17:43:37,Human,Channeler,Male,Tarabon,13,17,15,18,11
2013-09-19 17:43:37,Human,Channeler,Male,Tarabon,16,14,15,15,10
2013-09-19 17:43:36,Human,Channeler,Male,Tarabon,15,14,18,14,12
2013-09-19 17:43:35,Human,Channeler,Male,Tarabon,14,14,16,14,14
2013-09-19 17:43:35,Human,Channeler,Male,Tarabon,12,14,18,16,10
2013-09-19 17:43:34,Human,Channeler,Male,Tarabon,11,14,17,16,12
2013-09-19 17:43:34,Human,Channeler,Male,Tarabon,11,14,19,18,13
2013-09-19 17:43:33,Human,Channeler,Male,Tarabon,13,18,14,15,10
2013-09-19 17:43:33,Human,Channeler,Male,Tarabon,12,14,16,17,12
2013-09-19 17:43:32,Human,Channeler,Male,Tarabon,12,14,18,15,12
2013-09-19 17:43:31,Human,Channeler,Male,Tarabon,12,17,15,14,12
2013-09-19 17:43:30,Human,Channeler,Male,Tarabon,12,14,18,17,10
2013-09-19 17:43:30,Human,Channeler,Male,Tarabon,16,15,15,15,10
2013-09-19 17:43:29,Human,Channeler,Male,Tarabon,12,13,17,14,14
2013-09-19 17:43:29,Human,Channeler,Male,Tarabon,13,15,19,17,14
2013-09-19 17:43:28,Human,Channeler,Male,Tarabon,14,17,15,13,13
2013-09-19 17:43:28,Human,Channeler,Male,Tarabon,12,14,15,18,11
2013-09-19 17:43:27,Human,Channeler,Male,Tarabon,11,15,15,18,14
2013-09-19 17:43:26,Human,Channeler,Male,Tarabon,12,14,18,14,12
2013-09-19 17:43:25,Human,Channeler,Male,Tarabon,16,13,15,14,13
2013-09-19 17:43:25,Human,Channeler,Male,Tarabon,14,14,15,17,13
2013-09-19 17:43:24,Human,Channeler,Male,Tarabon,13,14,16,17,14
2013-09-19 17:43:24,Human,Channeler,Male,Tarabon,15,14,14,14,14
2013-09-19 17:43:24,Human,Channeler,Male,Tarabon,12,14,17,14,14
2013-09-19 17:43:23,Human,Channeler,Male,Tarabon,12,14,15,16,13
2013-09-19 17:43:22,Human,Channeler,Male,Tarabon,14,14,15,18,12
2013-09-19 17:43:22,Human,Channeler,Male,Tarabon,16,14,15,13,12
2013-09-19 17:43:22,Human,Channeler,Male,Tarabon,14,13,15,17,11
2013-09-19 17:43:21,Human,Channeler,Male,Tarabon,16,15,14,14,12
2013-09-19 17:43:21,Human,Channeler,Male,Tarabon,14,14,19,14,10
2013-09-19 17:43:20,Human,Channeler,Male,Tarabon,16,17,18,14,9
2013-09-19 17:43:20,Human,Channeler,Male,Tarabon,15,15,17,18,12
2013-09-19 17:43:19,Human,Channeler,Male,Tarabon,15,14,14,18,10
2013-09-19 17:35:58,Human,Channeler,Male,Tarabon,13,16,19,17,9
2013-09-19 17:35:58,Human,Channeler,Male,Tarabon,16,17,15,18,9
2013-09-19 17:35:57,Human,Channeler,Male,Tarabon,11,14,18,15,12
2013-09-19 17:35:57,Human,Channeler,Male,Tarabon,12,13,15,18,12
2013-09-19 17:35:57,Human,Channeler,Male,Tarabon,12,14,18,14,12
2013-09-19 17:35:56,Human,Channeler,Male,Tarabon,15,14,18,13,10
2013-09-19 17:35:56,Human,Channeler,Male,Tarabon,15,14,19,14,10
2012-10-03 12:40:36,Human,Channeler,Male,Tarabon,15,13,15,17,10
2012-10-03 12:36:35,Human,Channeler,Male,Tarabon,16,13,16,18,9
2012-10-03 12:28:01,Human,Channeler,Male,Tarabon,14,15,17,14,11
2012-10-03 12:22:24,Human,Channeler,Male,Tarabon,11,14,19,14,12
2012-10-03 12:12:22,Human,Channeler,Male,Tarabon,15,14,15,14,14
